Type,Book,FirstO,Appears,CA,Alphabetical Name,Full Name,First,Last,Common Name,Primary Name,Gender,Species,Time,Affiliation,Ajah,Dark?,Strength,Nationality,Birth Year,Description
Primary,Main,ACoS,Yes,5,Tamra Ospenya,Tamra Ospenya,Tamra,Ospenya,Tamra,N/A,F,Human,Current,Aes Sedai,Blue,No,19(7),Unknown,Unknown,"An Aes Sedai of the Blue Ajah, and Amyrlin Seat from 973 NE to 979 NE. She was 5'4"" tall, with a square face."
Primary,Main,TSR,No,0,Tamrin,Tamrin,Tamrin,,Tamrin,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Tarabon,Unknown,A Taraboner who was head of the military in Tanchico.
Primary,Main,CoT,No,0,Tamsin Ituralde,Tamsin Ituralde,Tamsin,Ituralde,Tamsin,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,Rodel Ituralde’s wife.
Primary,Main,TEotW,No,0,Tamyrlin,Tamyrlin,Tamyrlin,,Tamyrlin,N/A,U,Human,Unknown,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,Possibly the first person to learn how to tap into the True Source and channel the One Power.
Primary,Main,TGS,Yes,1,Tando,Tando,Tando,,Tando,N/A,M,Human,Current,Youngling,N/A,Unassigned,N/A,Andor,Unknown,An Andoran Youngling who was guarding the mayor’s house in Dorlan when Gawyn saw Katerine leave.
Primary,Main,TGS,No,0,Tanera,Tanera,Tanera,,Tanera,N/A,F,Human,Current,Sul'dam,N/A,Unassigned,Unknown,Seanchan,Unknown,"A short, dark sul’dam killed during Semirhage’s attempted capture of Rand. Her damane, Miri, also died."
Primary,Main,LoC,No,0,Taric,Taric,Taric,,Taric,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Aiel,Unknown,"An Aiel man of the Chareen clan who was the youngest greatson of Amaryn, Sorilea’s greatdaughter."
Primary,Main,ACoS,Yes,9,Taril Canler,Taril Canler,Taril,Canler,Canler,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Andor,Unknown,"An Asha’man from Andor. About 5'10"" tall, and sturdy, with gray in his hair, he spat for emphasis."
Primary,Main,TEotW,No,0,Taringail Damodred,Taringail Damodred,Taringail,Damodred,Taringail,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,948 NE,"A Prince of Cairhien. He married Tigraine and they had Galad, and later married Morgase; having Elayne and Gawyn."
Primary,Main,LoC,Yes,9,Tarna Feir,Tarna Feir,Tarna,Feir,Tarna,N/A,F,Human,Current,Aes Sedai,Red,Turned,19(7),Altara,950 NE,"An Altaran Aes Sedai of the Red Ajah and a loyalist. Pale-haired, 5'5½"" tall and haughty, with sharp blue eyes."
Primary,Main,ToM,No,0,Tarra,Tarra,Tarra,,Tarra,N/A,F,Human,Future,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,"A Maiden of the Spear of the Taardad Aiel, seen in Aviendha’s viewings of the future in Rhuidean."
Primary,Main,ToM,Yes,1,Tarran,Tarran,Tarran,,Tarran,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean soldier in Maradon with Bashere. He had long mustaches and bowed legs.
Primary,Main,TPoD,Yes,1,Tauan,Tauan,Tauan,,Tauan,N/A,F,Human,Current,Morat'raken,N/A,Unassigned,N/A,Seanchan,Unknown,A morat’raken who died when her raken was shot down by Aes Sedai at the Kin’s farm.
Primary,Main,ToM,Yes,1,Tava,Tava,Tava,,Tava,N/A,F,Human,Future,Uncertain,N/A,Unassigned,N/A,Aiel,Unknown,An Aiel girl seen in Aviendha’s viewings of the future in Rhuidean. Her hold was attacked and burned by the Seanchan.
Primary,Main,ACoS,Yes,1,Taval din Chanai Nine Gulls,Taval din Chanai Nine Gulls,Taval,din Chanai Nine Gulls,Taval,N/A,F,Human,Current,Windfinder,N/A,Unassigned,Unknown,Sea Folk,Unknown,"The Sea Folk Windfinder of the White Spray, which carried Atha’an Miere delegations to Andor and Cairhien."
Primary,Main,ToM,Yes,1,Tavalad,Tavalad,Tavalad,,Tavalad,N/A,M,Human,Future,Aiel Clan Chief,N/A,Unassigned,N/A,Aiel,Unknown,"The clan chief of the Goshien Aiel after the Last Battle, seen in Aviendha’s viewings of the future in Rhuidean."
Primary,Main,KoD,Yes,2,Tavan Shandare,Tavan Shandare,Tavan,Shandare,Tavan,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Cairhien,Unknown,"One of Careane’s Warders. A Cairhienin, he was 5'7"" tall, and slim, which made his shoulders appear wider."
Primary,Main,CoT,No,0,Teacal,Teacal,Teacal,,Teacal,N/A,M,Human,Current,Domani Noble,N/A,Unassigned,N/A,Arad Doman,Unknown,A powerful Domani nobleman who was supposed to be following Ituralde.
Alias,Main,TFoH,N/A,N/A,Teadra,Teadra,Teadra,,Teadra,Birgitte Silverbow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"An ancient name of Birgitte. As Teadra, she foiled Moghedien’s plot to lay Lews Therin by his heels."
Primary,Main,TPoD,Yes,4,Tebreille din Gelyn South Wind,Tebreille din Gelyn South Wind,Tebreille,din Gelyn South Wind,Tebreille,N/A,F,Human,Current,Windfinder,N/A,Unassigned,17(5),Sea Folk,Unknown,A Sea Folk Windfinder to Wavemistress Mareil of Clan Mushien. She was Talaan’s aunt.
Primary,Main,TSR,Yes,2,"Tedosian, High Lord",High Lord Tedosian,Tedosian,,Tedosian,N/A,M,Human,Current,Tairen Noble,N/A,Unassigned,N/A,Tear,Unknown,"A High Lord of Tear; his wife was Alteima. He had a thick body, graying hair and a pointed beard."
Primary,World,World,No,0,"Tefan, King",King Tefan,Tefan,,Tefan,N/A,M,Human,Historic,King,N/A,Unassigned,N/A,Khodomar,Historic,"A king of Khodomar, one of the nations that arose after the Trolloc Wars."
Primary,Main,WH,Yes,1,"Tehan, Captain",Captain Tehan,Captain,Tehan,Captain Tehan,N/A,F,Human,Current,Ship Captain,N/A,Unassigned,N/A,Seanchan,Unknown,"The captain of The Victory of Kidron, the ship that brought Tuon from Seanchan. A wide, weathered woman."
Primary,WoTC,WoTC,No,0,Teire Alentaine,Teire Alentaine,Teire,Alentaine,Teire,N/A,F,Human,Current,Aes Sedai,Gray,No,32(20),Unknown,Unknown,An Aes Sedai of the Gray Ajah and the loyalist contingent.
Alias,Main,TFoH,N/A,N/A,Tel Janin Aellinsar,Tel Janin Aellinsar,Tel,Janin Aellinsar,Tel,Sammael,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sammael’s name in the Age of Legends.
Primary,Main,TPoD,No,0,"Telabin, Lord",Lord Telabin,Lord,Telabin,Lord Telabin,N/A,M,Human,Current,Ghealdanin Noble,N/A,Unassigned,N/A,Ghealdan,Unknown,"A nobleman of Bethal in Ghealdan. Telabin had a palace in Bethal, and Cha Faile reported that Alliandre was there."
Primary,Main,LoC,No,0,"Telaisien, Queen",Queen Telaisien,Queen,Telaisien,Queen,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Andor,Unknown,A queen of Andor during the War of the Hundred Years. She reigned from FY 1085 to FY 1103.
Primary,Main,TSR,Yes,8,Tell Lewin,Tell Lewin,Tell,Lewin,Tell,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A man of the Two Rivers. Nephew of Flann and brother of Dannil. He was a skinny beanpole with a pickaxe for a nose.
Primary,Main,TGS,Yes,2,"Tellaen, Lord",Lord Tellaen,Lord,Tellaen,Lord Tellaen,N/A,M,Human,Current,Domani Noble,N/A,Unassigned,N/A,Arad Doman,Unknown,A Domani nobleman who gave shelter to the Dragon Reborn in his log manor house in the east of Arad Doman.
Primary,Main,ToM,No,0,Tellindal Tirraso,Tellindal Tirraso,Tellindal,Tirraso,Tellindal,N/A,M,Human,Current,Clerk,N/A,Unassigned,N/A,Unknown,Unknown,A clerk who worked in Lews Therin’s headquarters in the War of Power. He was killed in an attack by Demandred.
Primary,Main,TGH,Yes,1,Tema,Tema,Tema,,Tema,N/A,M,Human,Current,Stablehand,N/A,Unassigned,N/A,Unknown,Unknown,The leather-faced head groom at the Lord’s Stable of Agelmar’s keep in Fal Dara.
Primary,Main,TSR,Yes,8,Temaile Kinderode,Temaile Kinderode,Temaile,Kinderode,Temaile,N/A,F,Human,Current,Aes Sedai,Gray,Yes,17(5),Cairhien,943 NE,"Cairhienin Aes Sedai of the Gray Ajah, but actually Black. 5'2"" tall, with blue eyes, dark hair and a fox-shaped face."
Primary,World,World,No,0,"Temanin, King",King Temanin,Temanin,,Temanin,N/A,M,Human,Historic,King,N/A,Unassigned,N/A,Eharon,Historic,The King of Eharon at the signing of the Compact of the Ten Nations.
Primary,Main,TSR,Yes,7,Tenobia si Bashere Kazadi,Tenobia si Bashere Kazadi,Tenobia,si Bashere Kazadi,Tenobia,N/A,F,Human,Current,Queen,N/A,Unassigned,N/A,Saldaea,975 NE,"The Queen of Saldaea. About 5'7"" tall, with a large nose, a wide mouth and large tilted eyes of a dark deep blue."
Primary,Main,TFoH,No,0,Teodora,Teodora,Teodora,,Teodora,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Saldaea,Unknown,"A Saldaean woman who was the older sister of Hadnan Kadere, and killed by him."
Primary,Main,TGS,No,0,Teramina,Teramina,Teramina,,Teramina,N/A,F,Human,Current,Aes Sedai,Green,Maybe,Unknown,Unknown,Unknown,An Aes Sedai of the Green Ajah who was unaccounted for after the Seanchan raid on the White Tower.
Primary,Main,TFoH,No,0,"Teran, Widow",Widow Teran,Widow,Teran,Widow Teran,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,"A woman in Mardecin, Amadicia. Noy Torvald scraped out a living by doing odd jobs for her."
Primary,Main,TFoH,No,0,"Teresia, Queen",Queen Teresia,Teresia,,Teresia,N/A,F,Human,Current,Queen,N/A,Unassigned,N/A,Ghealdan,Unknown,"A former queen of Ghealdan. After mishandling the Prophet, she was forced to marry a merchant to remove her."
Primary,World,World,No,0,"Termylle, Queen",Queen Termylle,Termylle,,Termylle,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Andor,Historic,A queen of Andor during the War of the Hundred Years. She reigned from FY 1046 to FY 1054.
Primary,Main,LoC,Yes,4,Tervail Dura,Tervail Dura,Tervail,Dura,Tervail,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Tarabon,Unknown,"Beonin’s Taraboner Warder. Dark-haired, with a bold nose, he had a deep white scar running along his lean jaw."
Primary,Main,LoC,No,0,Teryane,Teryane,Teryane,,Teryane,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean merchant’s daughter from Mehar who was Vilnar’s intended.
Primary,Main,LoC,Yes,7,Teryl Wynter,Teryl Wynter,Teryl,Wynter,Teryl,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Murandy,Unknown,"A Warder of Seonid Traighan. A Murandian, about 6'1"" tall with dark reddish hair, a curled mustache and blue eyes."
Primary,Main,KoD,Yes,3,Tesan,Tesan,Tesan,,Tesan,N/A,F,Human,Current,Aes Sedai,White,No,Unknown,Tarabon,Unknown,A Taraboner Aes Sedai of the White Ajah and the loyalist contingent. Tesan wore her hair in beaded braids
Primary,Main,ACoS,No,0,Tesien Jorhald,Tesien Jorhald,Tesien,Jorhald,Tesien,N/A,F,Human,Historic,Aes Sedai,Red,No,Unknown,Unknown,Unknown,A sister of the Red Ajah when Pevara was new to the shawl.
Primary,Main,TFoH,Yes,28,Teslyn Baradon,Teslyn Baradon,Teslyn,Baradon,Teslyn,N/A,F,Human,Current,Aes Sedai,Red,No,17(5),Illian,870 NE,"An Illianer Aes Sedai of the Red Ajah and a loyalist. About 5'5"" tall, she had dark brown eyes and brown hair."
Primary,Main,ToM,No,0,Tess,Tess,Tess,,Tess,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,"Melfane’s cousin, who did not take care of herself properly while pregnant."
Alias,Main,WH,N/A,N/A,Tessi,Tessi,Tessi,,Tessi,Teslyn Baradon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Teslyn’s damane name.
Primary,Main,TGH,No,0,Tetsuan,Tetsuan,Tetsuan,,Tetsuan,N/A,F,Human,Historic,Aes Sedai,Red,No,Unknown,Unknown,Unknown,An Aes Sedai of the Red Ajah who served as the Amyrlin Seat during the Trolloc Wars.
Primary,Main,TGH,No,0,Teva,Teva,Teva,,Teva,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A man Hurin knew who got so mad at a hornet buzzing round his ears that he kicked the nest.
Primary,Main,TGH,No,0,Teven Aerwin,Teven Aerwin,Teven,Aerwin,Teven,N/A,U,Human,Unknown,Author,N/A,Unassigned,N/A,Unknown,Unknown,Author of The Dance of the Hawk and the Hummingbird.
Primary,Main,TSR,Yes,1,Teven Marwin,Teven Marwin,Teven,Marwin,Teven,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A young Two Rivers man who joined Perrin’s band and was killed in an ambush by Trollocs in the Two Rivers.
Primary,Main,TFoH,Yes,2,Thad Haren,Thad Haren,Thad,Haren,Thad,N/A,M,Human,Current,Brickmaker,N/A,Unassigned,N/A,Andor,Unknown,"A brickmaker and tracker from Kore Springs, Andor. He had served under Bryne in the Queen’s Guards."
Primary,Main,LoC,Yes,2,Thad Torfinn,Thad Torfinn,Thad,Torfinn,Thad,N/A,M,Human,Current,Farmer,N/A,Unassigned,N/A,Andor,Unknown,"A skinny Two Rivers farmer with nervous mannerisms, at least around Faile."
Primary,Main,ToM,No,0,Tham Felmley,Tham Felmley,Tham,Felmley,Tham,N/A,M,Human,Current,Brickmason,N/A,Unassigned,N/A,Andor,Unknown,An Andoran brickmason put to death by Morgase for murdering his brother; but he was later discovered innocent.
Primary,Main,TEotW,No,0,"Thane, Master",Master Thane,Master,Thane,Master Thane,N/A,M,Human,Current,Miller,N/A,Unassigned,N/A,Andor,Unknown,An Emond’s Field man who owned a mill. Jac Coplin and Len Congar were accused of stealing his cow.
Primary,Main,WH,No,0,"Thane, Mistress",Mistress Thane,Mistress,Thane,Mistress Thane,N/A,F,Human,Current,Women's Circle,N/A,Unassigned,N/A,Andor,Unknown,A member of the Women’s Circle in Emond’s Field.
Primary,Main,AMoL,Yes,1,Theodohr,Theodohr,Theodohr,,Theodohr,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,The commander of the Andoran cavalry during the Last Battle.
Primary,Main,TDR,Yes,11,Theodrin Dabei,Theodrin Dabei,Theodrin,Dabei,Theodrin,N/A,F,Human,Current,Aes Sedai,Brown,No,15(3),Arad Doman,966 NE,"A Domani Aes Sedai of the Brown Ajah and the rebels. Willowy, with a swanlike neck and copper skin."
Alias,Main,TSR,N/A,N/A,Thera,Thera,Thera,,Thera,Amathera Aelfdene Casmir Lounault,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amathera's name when she was a da’covale belonging to Lady Suroth.
Primary,Main,LoC,Yes,9,Therava,Therava,Therava,,Therava,N/A,F,Human,Current,Wise One,N/A,Unassigned,12(+1),Aiel,Unknown,"A Wise One of the Shaido Aiel with the ability to channel. About six feet tall, with blue eyes and sun-darkened skin."
Primary,Main,KoD,Yes,4,Theril,Theril,Theril,,Theril,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Amadicia,Unknown,"A young Amadician man who was taken gai’shain by the Shaido. He was a lanky, skinny-faced fourteen-year-old."
Primary,Main,LoC,No,0,Therille Marza,Therille Marza,Therille,Marza,Therille,N/A,F,Human,Current,Seamstress,N/A,Unassigned,N/A,Arad Doman,Unknown,A Domani seamstress who was one of the refugees who went to the Two Rivers.
Primary,Main,TFoH,Yes,1,Therin Lugay,Therin Lugay,Therin,Lugay,Therin,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Amadicia,Unknown,An Amadician man who owed Ronde Macura a favor. Cursed with a nagging wife and a shrewish mother-in-law.
Primary,Main,TFoH,Yes,3,Therva Maresis,Therva Maresis,Therva,Maresis,Therva,N/A,F,Human,Current,Aes Sedai,Yellow,No,34(22),Unknown,862 NE,"An Aes Sedai of the Yellow Ajah and the rebels. Slender, with a long nose which she sometimes tapped."
Alias,Main,TDR,N/A,N/A,Thom Grinwell,Thom Grinwell,Thom,Grinwell,Thom,Matrim Cauthon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The name Mat used in Caemlyn when meeting Morgase and Gaebril.
Primary,Main,TEotW,Yes,92,Thomdril Merrilin,Thomdril Merrilin,Thomdril,Merrilin,Thom,N/A,M,Human,Current,Gleeman,N/A,Unassigned,N/A,Andor,Unknown,"An Andoran gleeman who was sometimes called the Gray Fox. He was six feet tall, and lanky, with a leathery face."
Primary,Main,TEotW,No,0,Thorin al Toren al Ban,Thorin al Toren al Ban,Thorin,al Toren al Ban,Thorin,N/A,M,Human,Historic,King,N/A,Unassigned,N/A,Manetheren,Unknown,A king of Manetheren who was Caar’s father and Aemon’s grandfather.
Primary,Main,WH,No,0,Three Toes,Three Toes,Three Toes,,Three Toes,N/A,U,Wolf,Current,Wolf,N/A,Unassigned,N/A,Unknown,Unknown,The leader of a wolfpack that Perrin spoke to when seeking information about Faile after she was abducted.
Primary,Main,TGS,Yes,1,Thulin,Thulin,Thulin,,Thulin,N/A,M,Human,Current,Blacksmith,N/A,Unassigned,N/A,Shienar,Unknown,"A Shienaran blacksmith in the village of Oak Water. His wife was Gallanha; they had a daughter, Mirala."
Primary,Main,ToM,No,0,Thum,Thum,Thum,,Thum,N/A,M,Human,Current,Merchant Worker,N/A,Unassigned,N/A,Unknown,Unknown,A person who worked for the merchant Barriga. He was killed by Trollocs at Heeth Tower on the Blightborder.
Primary,Main,CoT,No,0,Thunder Mist,Thunder Mist,Thunder Mist,,Thunder Mist,N/A,U,Wolf,Current,Wolf,N/A,Unassigned,N/A,Unknown,Unknown,A wolf that was a member of Leafhunter’s pack.
Primary,Main,TGS,Yes,1,Thurasa,Thurasa,Thurasa,,Thurasa,N/A,F,Human,Current,Council of Merchants,N/A,Unassigned,N/A,Arad Doman,Unknown,A woman on the Domani Council of Merchants who was a victim of Graendal’s Compulsion.
Primary,Main,LoC,Yes,2,Tialin,Tialin,Tialin,,Tialin,N/A,F,Human,Current,Wise One,N/A,Unassigned,18(6),Aiel,Unknown,"An Aiel Wise One. Lean and red-haired, with a sharp nose, she was part of the council in Amys’ tent meeting."
Primary,World,World,No,0,Tiam of Gazar,Tiam of Gazar,Tiam,,Tiam,N/A,U,Human,Historic,Calendar Maker,N/A,Unassigned,N/A,Unknown,Unknown,The developer of the Gazaran Calendar.
Primary,Main,ToM,No,0,Tian,Tian,Tian,,Tian,N/A,M,Human,Current,Messenger,N/A,Unassigned,N/A,Borderlands,Unknown,A young man serving as a messenger at Heeth Tower on the Blightborder.
Primary,Main,LoC,Yes,3,Tiana Noselle,Tiana Noselle,Tiana,Noselle,Tiana,N/A,F,Human,Current,Aes Sedai,Gray,No,19(7),Unknown,937 NE,"An Aes Sedai of the Gray Ajah and the rebels. About 5'2"" tall, and slim, with big brown eyes."
Primary,Main,TGH,Yes,1,"Tiedra, Mistress",Mistress Tiedra,Tiedra,,Tiedra,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,"The innkeeper of The Great Tree in the city of Cairhien. Plump and sharp-eyed, she charged heavily but did not scrimp."
Primary,Main,TEotW,No,0,Tigraine Mantear,Tigraine Mantear,Tigraine,Mantear,Tigraine,N/A,F,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,950 NE,The daughter of Queen Mordrellen of Andor and Daughter-Heir. Rand and Galad's mother. She became Shaiel.
Primary,Main,TGS,Yes,1,Tijds,Tijds,Tijds,,Tijds,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A young soldier in Bryne’s army for the rebel Aes Sedai who alerted Bryne to the Seanchan attack on the White Tower.
Primary,Main,TSR,No,0,Tim,Tim,Tim,,Tim,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A young Two Rivers man who joined Perrin’s band and was killed by a Trolloc ambush south of the Waterwood.
Primary,Main,WH,Yes,1,Timna,Timna,Timna,,Timna,N/A,F,Human,Current,Guide,N/A,Unassigned,N/A,Amayar,Unknown,"An Amayar woman who was one of the Guides of the Sea Folk, on Tremalking."
Primary,Main,TFoH,Yes,2,Timolan,Timolan,Timolan,,Timolan,N/A,M,Human,Current,Aiel Clan Chief,N/A,Unassigned,N/A,Aiel,Unknown,"The clan chief of the Miagoma Aiel. He was a widower, although the Wise Ones were working to find him a new wife."
Primary,Main,TGH,No,0,"Timora, Lady",Lady Timora,Timora,,Timora,N/A,F,Human,Current,Attendant,N/A,Unassigned,N/A,Shienar,Unknown,A Shienaran woman who was an attendant to Lady Amalisa in Fal Dara.
Primary,Main,AMoL,Yes,2,"Tinna, Lady",Lady Tinna,Tinna,,Tinna,N/A,F,Human,Current,Dragonsworn,N/A,Unassigned,N/A,Unknown,Unknown,"A woman who was turned out of the Tower. She joined the Dragonsworn, and became their leader in the Last Battle."
Primary,Main,ACoS,Yes,3,Tion,Tion,Tion,,Tion,N/A,F,Human,Current,Wise One,N/A,Unassigned,Unknown,Aiel,Unknown,"A Wise One of the Shaido Aiel (not a Jumai) with the ability to channel. About 5'10"" tall, and stout, with broad hips."
Primary,Main,TPoD,Yes,1,Tiras,Tiras,Tiras,,Tiras,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Seanchan,Unknown,A Seanchan soldier who was Bakuun’s First Lieutenant. A bony man a head taller than Bakuun.
Primary,Main,TGS,Yes,1,"Tobrad, Master",Master Tobrad,Master,Tobrad,Master Tobrad,N/A,M,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,The innkeeper at the nicest inn in Hinderstap. Joline and Edesina went there to have baths.
Primary,Main,ACoS,Yes,9,Tod al'Caar,Tod al'Caar,Tod,al'Caar,Tod,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A young Two Rivers man who was friends with Jondyn Barran. Lantern-jawed and a year younger than Perrin.
Primary,Main,KoD,Yes,1,Toke Fearnim,Toke Fearnim,Toke,Fearnim,Fearnim,N/A,M,Human,Current,Stable Owner,N/A,Unassigned,N/A,Unknown,Unknown,"A stable owner in Jurador from whom Mat bought the Domani razor for Tuon. He was wiry, with a fringe of gray hair."
Primary,Main,LoC,Yes,3,Tolmeran Setares,Tolmeran Setares,Tolmeran,Setares,Tolmeran,N/A,M,Human,Current,Tairen Noble,N/A,Unassigned,N/A,Tear,Unknown,"A High Lord of Tear. Lean, with an iron-gray beard, Tolmeran had courage."
Primary,Main,TSR,Yes,1,Toma,Toma,Toma,,Toma,N/A,M,Human,AoL,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A townsman who lived during the War of the Shadow. He punched the Da’shain Aiel Coumin in the mouth.
Primary,World,World,No,0,Toma dur Ahmid,Toma dur Ahmid,Toma,dur Ahmid,Toma,N/A,M,Human,Historic,Calendar Maker,N/A,Unassigned,N/A,Unknown,Unknown,The man who developed the Toman Calendar after the Breaking.
Primary,Main,TSR,Yes,1,Tomada,Tomada,Tomada,,Tomada,N/A,M,Ogier,AoL,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,An Ogier during the War of the Shadow. He was with Coumin when word came that the war had ended.
Primary,Main,TGH,Yes,16,Tomas,Tomas,Tomas,,Tomas,N/A,M,Human,Current,Warder,N/A,Yes,N/A,Unknown,Unknown,"Verin’s Warder. About 5'9"" to 5'10"" tall, but stocky, he was gray-haired and dark-eyed."
Alias,Main,ACoS,N/A,N/A,Tomas Trakand,Tomas Trakand,Tomas,Trakand,Tomas,Rand al'Thor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The name that Caraline Damodred called Rand when introducing him to others in the Cairhienin rebel camp.
Primary,NS,NS,Yes,1,"Tomichi, Mistress",Mistress Tomichi,Mistress,Tomichi,Mistress Tomichi,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,"The innkeeper of The Plowman’s Blade in Manala, Kandor. A stout, graying woman."
Primary,Main,CoT,No,0,Tomil,Tomil,Tomil,,Tomil,N/A,M,Human,Current,Youngling,N/A,Unassigned,N/A,Unknown,Unknown,A Youngling. Rajar told Tomil and his brother to escort Narenwin Sedai to the Mayor’s house.
Primary,Main,TSR,Yes,3,Toram din Alta Wild Winds,Toram din Alta Wild Winds,Toram,din Alta Wild Winds,Toram,N/A,M,Human,Current,Cargomaster,N/A,Unassigned,N/A,Sea Folk,Unknown,A Sea Folk man who was Coine’s husband and Cargomaster of Wavedancer. Heavy-shouldered with gray hair.
Primary,Main,LoC,Yes,3,Toram Riatin,Toram Riatin,Toram,Riatin,Toram,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"A Cairhienin nobleman who was High Seat of House Riatin. About six feet tall, which was very tall for a Cairhienin."
Primary,Main,TSR,Yes,10,Torean Andiama,Torean Andiama,Torean,Andiama,Torean,N/A,M,Human,Current,Tairen Noble,N/A,Unassigned,N/A,Tear,Unknown,"A High Lord of Tear, and the father of Estean. Lumpy-faced, with thin eyebrows and big ears."
Primary,Main,TGS,No,0,Torhs Margin,Torhs Margin,Torhs,Margin,Torhs,N/A,M,Human,AoL,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A man also known as Torhs the Broken. He made the mistake of underestimating Graendal in the Age of Legends.
Alias,Main,TGS,N/A,N/A,Torhs the Broken,Torhs the Broken,Torhs,,Torhs,Torhs Margin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Another name for Torhs Margin. It is misspelled as ""Tohrs the Broken"" in TGS."
Primary,Main,ToM,Yes,1,"Torkumen, Lady",Lady Torkumen,Lady,Torkumen,Lady Torkumen,N/A,F,Human,Current,Saldaean Noble,N/A,Yes,N/A,Saldaea,Unknown,"A Saldaean woman who was the wife of Vram, whom Tenobia had put in charge of the city in her absence."
Primary,Main,WH,No,0,Tormon,Tormon,Tormon,,Tormon,N/A,M,Human,Current,Merchant,N/A,Unassigned,N/A,Illian,Unknown,An Illianer merchant from New Braem. Dyelin reported that he had brought news of an army in Braem Wood.
Primary,Main,KoD,Yes,1,Tornay Lanasiet,Tornay Lanasiet,Tornay,Lanasiet,Lanasiet,N/A,M,Human,Current,Dragonsworn,N/A,Unassigned,N/A,Tarabon,Unknown,A heavyset Taraboner Dragonsworn soldier who took part in the raids against the Seanchan under Ituralde.
Primary,Main,ToM,No,0,Torven Rikshan,Torven Rikshan,Torven,Rikshan,Torven,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin lord in charge of a camp of refugees with Perrin. His camp had a large number of nobles.
Primary,Main,LoC,Yes,1,Torwyn Barshaw,Torwyn Barshaw,Torwyn,Barshaw,Barshaw,N/A,M,Human,Current,Darkfriend,N/A,Yes,N/A,Unknown,Unknown,"A Darkfriend, allegedly a merchant from Four Kings and Paitr Conel’s uncle. A squat man with a big nose."
Primary,Main,ACoS,Yes,6,Toveine Gazal,Toveine Gazal,Toveine,Gazal,Toveine,N/A,F,Human,Current,Aes Sedai,Red,Turned,19(7),Saldaea,811 NE,"A copper-skinned Saldaean Aes Sedai of the Red Ajah and a loyalist. About 5'3"" tall, with dark hair and dark eyes."
